Timestamp,Packet_Size,Src_IP,Dst_IP,Src_Port,Dst_Port,TCP_Flags,App
1740731687.862781,1454,204.79.197.203,192.168.100.93,443,53063,A,Edge
1740731687.862781,1204,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731687.862813,54,192.168.100.93,204.79.197.203,53063,443,A,Edge
1740731687.868697,1100,192.168.100.93,68.67.153.38,53111,443,PA,Edge
1740731687.88193,1454,204.79.197.203,192.168.100.93,443,53063,A,Edge
1740731687.88193,168,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731687.88193,1454,204.79.197.203,192.168.100.93,443,53063,A,Edge
1740731687.88193,1018,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731687.88193,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731687.881979,54,192.168.100.93,204.79.197.203,53063,443,A,Edge
1740731687.884875,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731687.885535,1057,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731687.903145,1454,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731687.903145,60,20.42.72.131,192.168.100.93,443,53064,A,Edge
1740731687.903251,66,192.168.100.93,204.79.197.203,53063,443,A,Edge
1740731687.905331,60,20.42.72.131,192.168.100.93,443,53064,A,Edge
1740731687.907374,523,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731687.907374,60,20.42.72.131,192.168.100.93,443,53064,A,Edge
1740731687.908952,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731687.90984,363,20.42.72.131,192.168.100.93,443,53064,PA,Edge
1740731687.912624,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731687.914574,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731687.916152,1057,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731687.916181,54,192.168.100.93,185.89.211.116,53075,443,A,Edge
1740731687.919852,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731687.920516,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.922893,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.922893,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731687.92436,1354,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731687.92436,648,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731687.924406,54,192.168.100.93,185.89.211.116,53075,443,A,Edge
1740731687.924579,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.935622,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.935622,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.935622,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.935622,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.935622,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.935622,93,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731687.935622,85,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731687.935686,54,192.168.100.93,204.79.197.203,53063,443,A,Edge
1740731687.940394,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.940394,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.94056,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.942837,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.944808,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.948464,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.956497,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.956497,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.956497,93,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731687.956497,85,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731687.956497,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.956497,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.956497,1057,37.252.171.52,192.168.100.93,443,53084,PA,Edge
1740731687.956557,54,192.168.100.93,204.79.197.203,53063,443,A,Edge
1740731687.957124,1057,37.252.171.52,192.168.100.93,443,53084,PA,Edge
1740731687.957175,54,192.168.100.93,37.252.171.52,53084,443,A,Edge
1740731687.963494,1354,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.963494,60,185.89.210.180,192.168.100.93,443,53114,A,Edge
1740731687.963494,488,37.252.171.52,192.168.100.93,443,53084,PA,Edge
1740731687.96355,54,192.168.100.93,37.252.171.52,53084,443,A,Edge
1740731687.964286,54,192.168.100.93,20.42.72.131,53064,443,A,Edge
1740731687.968739,1354,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731687.968739,505,37.252.171.52,192.168.100.93,443,53084,PA,Edge
1740731687.968776,54,192.168.100.93,37.252.171.52,53084,443,A,Edge
1740731687.972263,1005,185.89.210.180,192.168.100.93,443,53114,PA,Edge
1740731687.972559,803,192.168.100.93,199.232.81.44,53083,443,PA,Edge
1740731687.972659,820,192.168.100.93,199.232.81.44,53083,443,PA,Edge
1740731687.978831,66,52.215.104.223,192.168.100.93,443,53158,SA,Edge
1740731687.978912,54,192.168.100.93,52.215.104.223,53158,443,A,Edge
1740731687.97939,78,81.218.31.192,192.168.100.93,443,53099,PA,Edge
1740731687.97939,60,81.218.31.192,192.168.100.93,443,53099,FA,Edge
1740731687.97943,54,192.168.100.93,81.218.31.192,53099,443,A,Edge
1740731687.979436,1787,192.168.100.93,52.215.104.223,53158,443,PA,Edge
1740731687.992524,7148,192.168.100.93,37.252.171.52,53084,443,PA,Edge
1740731687.992714,4869,192.168.100.93,37.252.171.52,53084,443,PA,Edge
1740731687.99396,326,192.168.100.93,204.79.197.203,53063,443,PA,Edge
1740731687.99406,329,192.168.100.93,204.79.197.203,53063,443,PA,Edge
1740731687.994143,331,192.168.100.93,204.79.197.203,53063,443,PA,Edge
1740731687.994286,7041,192.168.100.93,37.252.171.52,53084,443,PA,Edge
1740731687.994388,4786,192.168.100.93,37.252.171.52,53084,443,PA,Edge
1740731688.003513,7120,192.168.100.93,185.89.211.116,53075,443,PA,Edge
1740731688.003635,4870,192.168.100.93,185.89.211.116,53075,443,PA,Edge
1740731688.004988,333,192.168.100.93,204.79.197.203,53063,443,PA,Edge
1740731688.005059,334,192.168.100.93,204.79.197.203,53063,443,PA,Edge
1740731688.00539,7058,192.168.100.93,185.89.211.116,53075,443,PA,Edge
1740731688.005484,4815,192.168.100.93,185.89.211.116,53075,443,PA,Edge
1740731688.005565,7037,192.168.100.93,185.89.211.116,53075,443,PA,Edge
1740731688.005634,4785,192.168.100.93,185.89.211.116,53075,443,PA,Edge
1740731688.00576,334,192.168.100.93,204.79.197.203,53063,443,PA,Edge
1740731688.005862,8254,192.168.100.93,185.89.211.116,53075,443,PA,Edge
1740731688.013801,54,192.168.100.93,185.89.210.180,53114,443,A,Edge
1740731688.02049,60,204.79.197.203,192.168.100.93,443,53063,A,Edge
1740731688.021362,60,204.79.197.203,192.168.100.93,443,53063,A,Edge
1740731688.021362,60,199.232.81.44,192.168.100.93,443,53083,A,Edge
1740731688.021802,60,204.79.197.203,192.168.100.93,443,53063,A,Edge
1740731688.022833,60,199.232.81.44,192.168.100.93,443,53083,A,Edge
1740731688.043021,253,192.168.100.93,108.141.15.7,53120,443,PA,Edge
1740731688.043143,2080,192.168.100.93,108.141.15.7,53120,443,PA,Edge
1740731688.043234,408,199.232.81.44,192.168.100.93,443,53083,PA,Edge
1740731688.044321,1454,68.67.153.38,192.168.100.93,443,53111,A,Edge
1740731688.044321,1454,68.67.153.38,192.168.100.93,443,53111,PA,Edge
1740731688.044368,54,192.168.100.93,68.67.153.38,53111,443,A,Edge
1740731688.045042,1454,68.67.153.38,192.168.100.93,443,53111,A,Edge
1740731688.045042,1454,68.67.153.38,192.168.100.93,443,53111,PA,Edge
1740731688.045078,54,192.168.100.93,68.67.153.38,53111,443,A,Edge
1740731688.045179,1454,68.67.153.38,192.168.100.93,443,53111,A,Edge
1740731688.045179,1454,68.67.153.38,192.168.100.93,443,53111,PA,Edge
1740731688.045179,1454,68.67.153.38,192.168.100.93,443,53111,A,Edge
1740731688.045179,1454,68.67.153.38,192.168.100.93,443,53111,PA,Edge
1740731688.045179,1454,68.67.153.38,192.168.100.93,443,53111,A,Edge
1740731688.045204,54,192.168.100.93,68.67.153.38,53111,443,A,Edge
1740731688.046484,1454,68.67.153.38,192.168.100.93,443,53111,PA,Edge
1740731688.046517,54,192.168.100.93,68.67.153.38,53111,443,A,Edge
1740731688.046562,389,199.232.81.44,192.168.100.93,443,53083,PA,Edge
1740731688.046585,54,192.168.100.93,199.232.81.44,53083,443,A,Edge
1740731688.067671,60,52.215.104.223,192.168.100.93,443,53158,A,Edge
1740731688.067671,60,204.79.197.203,192.168.100.93,443,53063,A,Edge
1740731688.067671,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731688.067671,60,52.215.104.223,192.168.100.93,443,53158,A,Edge
1740731688.067671,1454,52.215.104.223,192.168.100.93,443,53158,A,Edge
1740731688.067671,60,204.79.197.203,192.168.100.93,443,53063,A,Edge
1740731688.067671,1454,52.215.104.223,192.168.100.93,443,53158,A,Edge
1740731688.067671,1454,52.215.104.223,192.168.100.93,443,53158,A,Edge
1740731688.067671,135,52.215.104.223,192.168.100.93,443,53158,PA,Edge
1740731688.067671,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731688.067671,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731688.067879,54,192.168.100.93,52.215.104.223,53158,443,A,Edge
1740731688.068077,54,192.168.100.93,52.215.104.223,53158,443,A,Edge
1740731688.072127,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731688.072274,180,192.168.100.93,52.215.104.223,53158,443,PA,Edge
1740731688.072592,153,192.168.100.93,52.215.104.223,53158,443,PA,Edge
1740731688.072772,907,192.168.100.93,52.215.104.223,53158,443,PA,Edge
1740731688.075586,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731688.075586,1354,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731688.075586,570,37.252.171.52,192.168.100.93,443,53084,PA,Edge
1740731688.075641,54,192.168.100.93,37.252.171.52,53084,443,A,Edge
1740731688.078026,5585,192.168.100.93,185.89.211.116,53075,443,PA,Edge
1740731688.078572,885,192.168.100.93,199.232.81.44,53083,443,PA,Edge
1740731688.079479,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731688.086007,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731688.088899,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731688.089242,1057,37.252.171.52,192.168.100.93,443,53084,PA,Edge
1740731688.091043,3775,192.168.100.93,185.89.210.180,53114,443,PA,Edge
1740731688.096581,60,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731688.096581,60,204.79.197.203,192.168.100.93,443,53063,A,Edge
1740731688.099239,1354,37.252.171.52,192.168.100.93,443,53084,A,Edge
1740731688.099239,485,37.252.171.52,192.168.100.93,443,53084,PA,Edge
1740731688.099239,229,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731688.099305,54,192.168.100.93,37.252.171.52,53084,443,A,Edge
1740731688.10229,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.105174,1057,37.252.171.52,192.168.100.93,443,53084,PA,Edge
1740731688.105205,54,192.168.100.93,37.252.171.52,53084,443,A,Edge
1740731688.106434,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.108908,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.111454,54,192.168.100.93,81.218.31.192,53099,443,FA,Edge
1740731688.112211,989,192.168.100.93,199.232.81.44,53083,443,PA,Edge
1740731688.115326,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.115817,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.116347,66,192.168.100.93,199.232.81.44,53159,443,S,Edge
1740731688.117311,66,192.168.100.93,199.232.81.44,53160,443,S,Edge
1740731688.121319,1057,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731688.122402,1354,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.122402,572,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731688.122463,54,192.168.100.93,185.89.211.116,53075,443,A,Edge
1740731688.12871,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.12871,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.130243,66,192.168.100.93,199.232.81.44,53161,443,S,Edge
1740731688.131653,66,192.168.100.93,141.226.224.32,53162,443,S,Edge
1740731688.133274,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.134254,60,81.218.31.192,192.168.100.93,443,53099,A,Edge
1740731688.135962,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.135962,1354,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.135962,516,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731688.136009,54,192.168.100.93,185.89.211.116,53075,443,A,Edge
1740731688.141609,1132,192.168.100.93,68.67.153.38,53112,443,PA,Edge
1740731688.143171,1099,192.168.100.93,68.67.153.38,53110,443,PA,Edge
1740731688.144162,54,192.168.100.93,204.79.197.203,53063,443,A,Edge
1740731688.144291,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.144291,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.145457,1100,192.168.100.93,68.67.153.38,53109,443,PA,Edge
1740731688.14792,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.151999,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.153905,634,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731688.155444,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.155444,1057,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731688.155479,54,192.168.100.93,185.89.211.116,53075,443,A,Edge
1740731688.156697,1057,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731688.156722,54,192.168.100.93,185.89.211.116,53075,443,A,Edge
1740731688.161876,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.164873,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.166656,60,199.232.81.44,192.168.100.93,443,53083,A,Edge
1740731688.168535,1354,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.168535,487,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731688.168627,54,192.168.100.93,185.89.211.116,53075,443,A,Edge
1740731688.17024,60,108.141.15.7,192.168.100.93,443,53120,A,Edge
1740731688.174595,60,199.232.81.44,192.168.100.93,443,53083,A,Edge
1740731688.175184,66,199.232.81.44,192.168.100.93,443,53160,SA,Edge
1740731688.175251,54,192.168.100.93,199.232.81.44,53160,443,A,Edge
1740731688.175686,1779,192.168.100.93,199.232.81.44,53160,443,PA,Edge
1740731688.175794,66,199.232.81.44,192.168.100.93,443,53159,SA,Edge
1740731688.175831,54,192.168.100.93,199.232.81.44,53159,443,A,Edge
1740731688.176201,1875,192.168.100.93,199.232.81.44,53159,443,PA,Edge
1740731688.178333,801,192.168.100.93,199.232.81.44,53083,443,PA,Edge
1740731688.178389,886,192.168.100.93,199.232.81.44,53083,443,PA,Edge
1740731688.179328,831,192.168.100.93,199.232.81.44,53083,443,PA,Edge
1740731688.179436,801,192.168.100.93,199.232.81.44,53083,443,PA,Edge
1740731688.1811,66,199.232.81.44,192.168.100.93,443,53161,SA,Edge
1740731688.1811,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.181172,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731688.181626,1878,192.168.100.93,199.232.81.44,53161,443,PA,Edge
1740731688.1835,258,52.215.104.223,192.168.100.93,443,53158,PA,Edge
1740731688.1835,132,52.215.104.223,192.168.100.93,443,53158,PA,Edge
1740731688.1835,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.183563,54,192.168.100.93,52.215.104.223,53158,443,A,Edge
1740731688.183743,92,192.168.100.93,52.215.104.223,53158,443,PA,Edge
1740731688.188241,318,52.215.104.223,192.168.100.93,443,53158,PA,Edge
1740731688.188241,92,52.215.104.223,192.168.100.93,443,53158,PA,Edge
1740731688.188241,388,199.232.81.44,192.168.100.93,443,53083,PA,Edge
1740731688.188317,54,192.168.100.93,52.215.104.223,53158,443,A,Edge
1740731688.191073,60,185.89.210.180,192.168.100.93,443,53114,A,Edge
1740731688.192979,1006,185.89.210.180,192.168.100.93,443,53114,PA,Edge
1740731688.194231,1057,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731688.194267,54,192.168.100.93,185.89.211.116,53075,443,A,Edge
1740731688.198084,558,199.232.81.44,192.168.100.93,443,53083,PA,Edge
1740731688.198167,54,192.168.100.93,199.232.81.44,53083,443,A,Edge
1740731688.198402,54,192.168.100.93,204.79.197.203,53063,443,A,Edge
1740731688.20341,1070,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731688.207931,199,204.79.197.203,192.168.100.93,443,53063,PA,Edge
1740731688.211424,7264,192.168.100.93,185.89.211.116,53075,443,PA,Edge
1740731688.212192,7196,192.168.100.93,185.89.211.116,53075,443,PA,Edge
1740731688.21598,89,108.141.15.7,192.168.100.93,443,53120,PA,Edge
1740731688.220931,6181,192.168.100.93,185.89.211.116,53075,443,PA,Edge
1740731688.22358,1917,192.168.100.93,95.100.204.29,53115,443,PA,Edge
1740731688.227888,60,199.232.81.44,192.168.100.93,443,53160,A,Edge
1740731688.227888,60,199.232.81.44,192.168.100.93,443,53160,A,Edge
1740731688.228154,60,199.232.81.44,192.168.100.93,443,53159,A,Edge
1740731688.228154,1454,199.232.81.44,192.168.100.93,443,53160,A,Edge
1740731688.228154,1454,199.232.81.44,192.168.100.93,443,53160,PA,Edge
1740731688.228181,54,192.168.100.93,199.232.81.44,53160,443,A,Edge
1740731688.228275,1454,199.232.81.44,192.168.100.93,443,53160,A,Edge
1740731688.228275,165,199.232.81.44,192.168.100.93,443,53160,PA,Edge
1740731688.228288,54,192.168.100.93,199.232.81.44,53160,443,A,Edge
1740731688.22972,60,199.232.81.44,192.168.100.93,443,53159,A,Edge
1740731688.229972,118,192.168.100.93,199.232.81.44,53160,443,PA,Edge
1740731688.230248,146,192.168.100.93,199.232.81.44,53160,443,PA,Edge
1740731688.230466,524,192.168.100.93,199.232.81.44,53160,443,PA,Edge
1740731688.230513,175,192.168.100.93,199.232.81.44,53160,443,PA,Edge
1740731688.231221,1454,199.232.81.44,192.168.100.93,443,53159,A,Edge
1740731688.231221,1454,199.232.81.44,192.168.100.93,443,53159,PA,Edge
1740731688.231221,60,199.232.81.44,192.168.100.93,443,53083,A,Edge
1740731688.231274,54,192.168.100.93,199.232.81.44,53159,443,A,Edge
1740731688.233038,1454,199.232.81.44,192.168.100.93,443,53159,A,Edge
1740731688.233038,165,199.232.81.44,192.168.100.93,443,53159,PA,Edge
1740731688.233038,60,199.232.81.44,192.168.100.93,443,53083,A,Edge
1740731688.233038,60,199.232.81.44,192.168.100.93,443,53083,A,Edge
1740731688.233118,54,192.168.100.93,199.232.81.44,53159,443,A,Edge
1740731688.233541,118,192.168.100.93,199.232.81.44,53159,443,PA,Edge
1740731688.234381,1454,68.67.153.38,192.168.100.93,443,53111,A,Edge
1740731688.234381,1454,68.67.153.38,192.168.100.93,443,53111,PA,Edge
1740731688.23443,54,192.168.100.93,68.67.153.38,53111,443,A,Edge
1740731688.234498,60,199.232.81.44,192.168.100.93,443,53083,A,Edge
1740731688.235295,1454,68.67.153.38,192.168.100.93,443,53111,A,Edge
1740731688.235295,373,68.67.153.38,192.168.100.93,443,53111,PA,Edge
1740731688.235326,54,192.168.100.93,68.67.153.38,53111,443,A,Edge
1740731688.236145,60,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731688.237069,60,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731688.240026,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731688.240026,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731688.24007,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731688.24014,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731688.24014,165,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731688.240156,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731688.241461,818,192.168.100.93,20.42.72.131,53064,443,PA,Edge
1740731688.241554,5596,192.168.100.93,20.42.72.131,53064,443,PA,Edge
1740731688.242168,118,192.168.100.93,199.232.81.44,53161,443,PA,Edge
1740731688.242505,146,192.168.100.93,199.232.81.44,53161,443,PA,Edge
1740731688.2427,596,192.168.100.93,199.232.81.44,53161,443,PA,Edge
1740731688.246831,54,192.168.100.93,185.89.210.180,53114,443,A,Edge
1740731688.251484,457,199.232.81.44,192.168.100.93,443,53083,PA,Edge
1740731688.254062,388,199.232.81.44,192.168.100.93,443,53083,PA,Edge
1740731688.254062,411,199.232.81.44,192.168.100.93,443,53083,PA,Edge
1740731688.254062,389,199.232.81.44,192.168.100.93,443,53083,PA,Edge
1740731688.254108,54,192.168.100.93,199.232.81.44,53083,443,A,Edge
1740731688.255373,54,192.168.100.93,204.79.197.203,53063,443,A,Edge
1740731688.263313,1454,192.168.100.93,95.100.204.29,53115,443,PA,Edge
1740731688.263393,54,192.168.100.93,108.141.15.7,53120,443,A,Edge
1740731688.266644,60,95.100.204.29,192.168.100.93,443,53115,A,Edge
1740731688.267833,66,141.226.224.32,192.168.100.93,443,53162,SA,Edge
1740731688.267911,54,192.168.100.93,141.226.224.32,53162,443,A,Edge
1740731688.268781,1811,192.168.100.93,141.226.224.32,53162,443,PA,Edge
1740731688.274228,341,95.100.204.29,192.168.100.93,443,53115,PA,Edge
1740731688.274228,66,95.100.204.29,192.168.100.93,443,53115,A,Edge
1740731688.28307,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.286039,1454,68.67.153.38,192.168.100.93,443,53112,A,Edge
1740731688.286039,1454,68.67.153.38,192.168.100.93,443,53112,PA,Edge
1740731688.28616,54,192.168.100.93,68.67.153.38,53112,443,A,Edge
1740731688.286334,1454,68.67.153.38,192.168.100.93,443,53112,A,Edge
1740731688.286334,1454,68.67.153.38,192.168.100.93,443,53112,PA,Edge
1740731688.286334,1092,68.67.153.38,192.168.100.93,443,53112,PA,Edge
1740731688.286334,1454,68.67.153.38,192.168.100.93,443,53110,A,Edge
1740731688.286395,54,192.168.100.93,68.67.153.38,53112,443,A,Edge
1740731688.286692,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.287769,1454,68.67.153.38,192.168.100.93,443,53110,PA,Edge
1740731688.287769,1454,68.67.153.38,192.168.100.93,443,53110,A,Edge
1740731688.287769,773,68.67.153.38,192.168.100.93,443,53110,PA,Edge
1740731688.287836,54,192.168.100.93,68.67.153.38,53110,443,A,Edge
1740731688.288936,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.295348,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.295348,60,199.232.81.44,192.168.100.93,443,53160,A,Edge
1740731688.295348,60,199.232.81.44,192.168.100.93,443,53160,A,Edge
1740731688.295348,119,199.232.81.44,192.168.100.93,443,53160,PA,Edge
1740731688.295939,1454,68.67.153.38,192.168.100.93,443,53109,A,Edge
1740731688.295939,1454,68.67.153.38,192.168.100.93,443,53109,PA,Edge
1740731688.295939,1454,68.67.153.38,192.168.100.93,443,53109,A,Edge
1740731688.295939,1454,68.67.153.38,192.168.100.93,443,53109,PA,Edge
1740731688.295969,54,192.168.100.93,68.67.153.38,53109,443,A,Edge
1740731688.296127,85,192.168.100.93,199.232.81.44,53160,443,PA,Edge
1740731688.296215,1454,68.67.153.38,192.168.100.93,443,53109,A,Edge
1740731688.296215,1454,68.67.153.38,192.168.100.93,443,53109,PA,Edge
1740731688.296215,1454,68.67.153.38,192.168.100.93,443,53109,A,Edge
1740731688.296215,1454,68.67.153.38,192.168.100.93,443,53109,PA,Edge
1740731688.296215,1454,68.67.153.38,192.168.100.93,443,53109,A,Edge
1740731688.296235,54,192.168.100.93,68.67.153.38,53109,443,A,Edge
1740731688.296276,60,199.232.81.44,192.168.100.93,443,53160,A,Edge
1740731688.296276,60,199.232.81.44,192.168.100.93,443,53159,A,Edge
1740731688.296276,60,199.232.81.44,192.168.100.93,443,53160,A,Edge
1740731688.296276,275,199.232.81.44,192.168.100.93,443,53160,PA,Edge
1740731688.296276,161,199.232.81.44,192.168.100.93,443,53160,PA,Edge
1740731688.296309,54,192.168.100.93,199.232.81.44,53160,443,A,Edge
1740731688.298198,1454,68.67.153.38,192.168.100.93,443,53109,PA,Edge
1740731688.298238,54,192.168.100.93,68.67.153.38,53109,443,A,Edge
1740731688.298294,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.300348,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.301157,1070,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731688.304347,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.306452,60,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731688.306452,60,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731688.306452,119,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731688.306657,85,192.168.100.93,199.232.81.44,53161,443,PA,Edge
1740731688.307427,60,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731688.307427,304,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731688.308772,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731688.310075,60,52.215.104.223,192.168.100.93,443,53158,A,Edge
1740731688.310391,1300,108.141.15.7,192.168.100.93,443,53120,PA,Edge
1740731688.311069,89,192.168.100.93,108.141.15.7,53120,443,PA,Edge
1740731688.311114,1070,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731688.311158,54,192.168.100.93,185.89.211.116,53075,443,A,Edge
1740731688.320125,54,192.168.100.93,95.100.204.29,53115,443,A,Edge
1740731688.332679,1070,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731688.343658,60,199.232.81.44,192.168.100.93,443,53160,A,Edge
1740731688.346557,1064,192.168.100.93,20.42.72.131,53064,443,PA,Edge
1740731688.346634,5583,192.168.100.93,20.42.72.131,53064,443,PA,Edge
1740731688.354174,60,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731688.360229,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731688.376698,54,192.168.100.93,185.89.211.116,53075,443,A,Edge
1740731688.390183,60,20.42.72.131,192.168.100.93,443,53064,A,Edge
1740731688.394314,60,20.42.72.131,192.168.100.93,443,53064,A,Edge
1740731688.396864,363,20.42.72.131,192.168.100.93,443,53064,PA,Edge
1740731688.40609,60,141.226.224.32,192.168.100.93,443,53162,A,Edge
1740731688.406565,60,141.226.224.32,192.168.100.93,443,53162,A,Edge
1740731688.407425,1454,141.226.224.32,192.168.100.93,443,53162,A,Edge
1740731688.408716,1274,141.226.224.32,192.168.100.93,443,53162,PA,Edge
1740731688.408767,54,192.168.100.93,141.226.224.32,53162,443,A,Edge
1740731688.411699,147,192.168.100.93,141.226.224.32,53162,443,PA,Edge
1740731688.411902,153,192.168.100.93,141.226.224.32,53162,443,PA,Edge
1740731688.412051,649,192.168.100.93,141.226.224.32,53162,443,PA,Edge
1740731688.421287,60,108.141.15.7,192.168.100.93,443,53120,A,Edge
1740731688.425601,1454,68.67.153.38,192.168.100.93,443,53109,A,Edge
1740731688.425601,1454,68.67.153.38,192.168.100.93,443,53109,PA,Edge
