Timestamp,Packet_Size,Src_IP,Dst_IP,Src_Port,Dst_Port,TCP_Flags,App
1740731697.169066,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.169066,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.169066,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.169066,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.169066,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.169131,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.170011,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.170011,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.170056,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.1707,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.1707,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.170748,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.175817,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.175817,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.17586,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.175939,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.175961,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.176268,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.176268,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.176309,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.176383,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.177017,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.177017,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.177056,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.177211,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.177211,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.177211,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.177211,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.17724,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.179202,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.179202,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.179202,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.179202,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.179202,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.179202,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.179202,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.179202,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.179202,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.179202,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.179262,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.179884,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.179884,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.179937,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.183291,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731697.183291,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.183378,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186174,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186283,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.186589,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.186728,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731697.186728,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186728,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.186767,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.187772,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.187772,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.187772,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.187772,1070,185.89.211.116,192.168.100.93,443,53075,PA,Edge
1740731697.187772,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.187828,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.188394,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.188394,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.188394,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.18844,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.188632,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.188632,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.188632,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.188659,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.189194,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.189194,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.189237,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.189347,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.189373,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.190183,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.190183,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.190233,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.190302,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.190468,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.190468,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.190501,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.190789,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.190789,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.190789,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.190824,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.192721,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.192721,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731697.192721,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.192721,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.192721,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.192721,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.192721,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.192784,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.19299,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.19299,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.19299,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.19299,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.19299,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.193027,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,60,185.89.211.116,192.168.100.93,443,53075,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196116,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.196227,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.198033,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.198033,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.198033,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.198033,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.198033,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.198033,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.198033,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.198033,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.198033,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.198033,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.198132,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.198336,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.198336,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.198372,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.198869,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.199094,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.199094,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.199117,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.199236,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.199236,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.19925,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.199603,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.199621,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.199759,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.199759,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.199771,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.200422,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.200422,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.200443,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.200588,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.200588,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.200614,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.200704,60,213.227.153.231,192.168.100.93,443,53335,A,Edge
1740731697.200704,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.200872,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.200872,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.200888,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.201031,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.201031,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.201046,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.201601,60,213.227.153.231,192.168.100.93,443,53335,A,Edge
1740731697.201601,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.201626,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.201759,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.201759,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.201774,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.202292,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.202292,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.202304,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.203586,1454,213.227.153.231,192.168.100.93,443,53335,A,Edge
1740731697.203586,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.203586,1454,213.227.153.231,192.168.100.93,443,53335,PA,Edge
1740731697.203586,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.203586,802,213.227.153.231,192.168.100.93,443,53335,PA,Edge
1740731697.203586,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.203586,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.203586,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.203631,54,192.168.100.93,213.227.153.231,53335,443,A,Edge
1740731697.203656,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.203702,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.203702,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.203711,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.203837,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.203847,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.204682,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.204682,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.204682,60,185.89.210.180,192.168.100.93,443,53114,A,Edge
1740731697.20472,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.205299,118,192.168.100.93,213.227.153.231,53335,443,PA,Edge
1740731697.205532,146,192.168.100.93,213.227.153.231,53335,443,PA,Edge
1740731697.205716,854,192.168.100.93,213.227.153.231,53335,443,PA,Edge
1740731697.205771,439,192.168.100.93,213.227.153.231,53335,443,PA,Edge
1740731697.210065,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210065,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210065,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210065,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210065,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.210065,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210117,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.210235,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210235,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210258,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.210295,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210295,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.210295,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210317,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.210913,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210913,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210913,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.210913,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.210947,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.212453,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.212453,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.212453,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.212453,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.212453,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.212453,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.212453,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.212453,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.212453,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.212515,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.212781,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.212781,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.212808,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.213731,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.213731,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.213771,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.213893,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.213893,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.213893,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.213918,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.215029,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.215029,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.215029,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.215029,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.215029,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.215029,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.215029,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.215095,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.215244,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.215244,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.215272,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.215338,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.215338,158,20.86.94.143,192.168.100.93,443,61736,PA,Edge
1740731697.21637,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.21637,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.21637,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.21637,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.21637,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.216401,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.216759,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.216759,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.216781,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.216903,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.217458,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.217458,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.217486,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.217661,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.217661,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.217661,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.217691,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.217934,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.21878,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.21878,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.21878,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.21878,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.218811,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.218907,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.218926,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.219432,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.219432,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.219451,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.219989,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.219989,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.219989,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.220016,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.220798,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.220798,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.220798,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.220798,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.220798,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.220818,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.221215,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.221215,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.221231,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.221339,1006,185.89.210.180,192.168.100.93,443,53114,PA,Edge
1740731697.222597,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.222597,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.222597,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.222597,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.222597,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.222652,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.223628,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.223628,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.223676,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.223745,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.223765,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.225987,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.225987,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.225987,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.225987,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.225987,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.225987,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.226058,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.227199,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.227199,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.227199,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.227199,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.227199,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.227199,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.227199,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.227199,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.227199,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.227269,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.227684,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.227684,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.227714,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.227832,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.227832,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.227854,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.228326,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.228349,54,192.168.100.93,199.232.81.44,53161,443,A,Edge
1740731697.239332,54,192.168.100.93,185.89.211.116,53075,443,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,PA,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
1740731697.239579,1454,199.232.81.44,192.168.100.93,443,53161,A,Edge
